condition,drugName,Total_Reviews,Avg_Rating,Median_Rating,Positive_Reviews,Neutral_Reviews,Negative_Reviews,Total_Useful_Votes,Avg_Useful_Votes,Avg_Review_Word_Count,Satisfaction_Rate_Pct
Pain,Neurontin,28,6.21,8.0,17,3,8,1812,64.7,66.5,60.7
Cold Sores,Denavir,28,8.82,10.0,25,0,3,225,8.0,72.6,89.3
Rhinitis,Flonase,28,7.29,10.0,19,2,7,741,26.5,60.8,67.9
Pain,Lidoderm,28,6.43,8.0,19,1,8,1006,35.9,78.5,67.9
High Blood Pressure,Carvedilol,28,3.82,2.0,7,4,17,1466,52.4,75.5,25.0
Gout,Uloric,27,8.48,10.0,24,1,2,811,30.0,76.0,88.9
Chronic Idiopathic Constipation,Trulance,27,8.04,10.0,22,0,5,599,22.2,47.6,81.5
Gouty Arthritis,Prednisone,27,9.48,10.0,27,0,0,1061,39.3,89.9,100.0
Breast Cance,Tamoxifen,27,5.52,7.0,14,6,7,1633,60.5,95.0,51.9
ADHD,Metadate Cd,27,6.85,8.0,16,6,5,727,26.9,100.4,59.3
Erectile Dysfunction,Avanafil,27,6.33,8.0,17,0,10,882,32.7,70.1,63.0
Gout,Febuxostat,27,8.48,10.0,23,2,2,613,22.7,78.3,85.2
Bacterial Infection,Amoxicillin,27,6.96,8.0,17,4,6,637,23.6,60.8,63.0
Ankylosing Spondylitis,Enbrel,27,8.11,9.0,21,4,2,380,14.1,78.0,77.8
Obsessive Compulsive Disorde,Escitalopram,27,8.81,10.0,24,2,1,1395,51.7,97.6,88.9
Strep Throat,Clarithromycin,27,4.59,4.0,8,6,13,227,8.4,85.7,29.6
Pneumonia,Avelox,27,8.85,9.0,25,2,0,608,22.5,76.3,92.6
Motion Sickness,Meclizine,27,8.56,10.0,23,1,3,648,24.0,63.3,85.2
Period Pain,Mefenamic Acid,27,6.96,9.0,18,2,7,341,12.6,81.9,66.7
Atrial Fibrillation,Propafenone,27,8.33,9.0,23,2,2,760,28.1,82.6,85.2
"Diabetes, Type 1",Afrezza,27,7.67,10.0,21,0,6,1153,42.7,45.8,77.8
"Crohn's Disease, Maintenance",Humira,27,7.63,9.0,21,2,4,1242,46.0,77.4,77.8
Rheumatoid Arthritis,Xeljanz,27,5.63,7.0,14,1,12,944,35.0,60.8,51.9
Unknown,Depo-Provera,27,5.67,6.0,12,5,10,135,5.0,100.9,44.4
Hyperprolactinemia,Cabergoline,27,8.22,9.0,23,3,1,394,14.6,72.8,85.2
Major Depressive Disorde,Lexapro,27,7.19,8.0,17,7,3,779,28.9,108.9,63.0
Migraine,Frova,27,9.19,10.0,26,0,1,209,7.7,73.3,96.3
Pulmonary Embolism,Xarelto,27,6.59,8.0,18,2,7,718,26.6,78.1,66.7
Upper Respiratory Tract Infection,Clarithromycin,27,5.41,6.0,10,9,8,323,12.0,87.2,37.0
Migraine,Frovatriptan,27,9.22,10.0,26,0,1,220,8.1,83.0,96.3
"Sexual Dysfunction, SSRI Induced",Bupropion,27,6.33,7.0,14,6,7,999,37.0,80.8,51.9
Back Pain,Lortab,27,8.59,9.0,23,4,0,605,22.4,37.8,85.2
Pulmonary Embolism,Rivaroxaban,27,7.04,8.0,20,1,6,586,21.7,97.2,74.1
Nasal Congestion,Afrin,27,4.22,1.0,10,0,17,181,6.7,55.9,37.0
Migraine Prevention,Elavil,27,7.96,9.0,22,2,3,1141,42.3,78.6,81.5
Hepatitis C,Sofosbuvir,27,7.22,9.0,18,4,5,318,11.8,89.6,66.7
Allergic Rhinitis,Allegra,27,7.19,9.0,18,4,5,542,20.1,64.1,66.7
Seizure Prevention,Clonazepam,27,9.19,10.0,24,3,0,444,16.4,66.4,88.9
High Blood Pressure,Exforge,27,6.15,7.0,14,8,5,765,28.3,44.5,51.9
"Ulcerative Colitis, Maintenance",Mesalamine,26,7.73,9.0,21,1,4,633,24.3,64.0,80.8
Obsessive Compulsive Disorde,Anafranil,26,7.85,8.5,23,0,3,1769,68.0,80.0,88.5
Bladder Infection,Cephalexin,26,7.88,9.0,21,3,2,1126,43.3,69.9,80.8
"Crohn's Disease, Maintenance",Adalimumab,26,7.92,9.0,21,2,3,1083,41.7,85.6,80.8
Psoriasis,Betamethasone / Calcipotriene,26,7.46,9.0,19,1,6,271,10.4,69.8,73.1
min / sitagliptin),Metformin / Sitagliptin,26,5.88,6.0,12,7,7,985,37.9,70.9,46.2
ibromyalgia,Venlafaxine,26,7.08,8.0,19,3,4,1007,38.7,71.7,73.1
Birth Control,Viorele,26,5.08,5.0,12,2,12,134,5.2,86.3,46.2
Schizophrenia,Quetiapine,26,7.12,9.0,19,1,6,465,17.9,91.8,73.1
Schizoaffective Disorde,Quetiapine,26,6.92,8.5,15,5,6,516,19.8,70.6,57.7
Schizoaffective Disorde,Invega,26,5.46,5.5,12,4,10,573,22.0,72.5,46.2
Chlamydia Infection,Doxycycline,26,7.31,8.0,17,7,2,370,14.2,67.2,65.4
Chronic Fatigue Syndrome,Armodafinil,26,7.46,8.0,21,2,3,1143,44.0,92.9,80.8
Insomnia,Triazolam,26,9.42,10.0,26,0,0,783,30.1,47.5,100.0
Urticaria,Zyrtec,26,7.85,9.0,21,1,4,820,31.5,77.6,80.8
Uterine Fibroids,Leuprolide,26,6.81,8.0,17,3,6,1122,43.2,91.4,65.4
Birth Control,Camila,26,4.62,3.5,9,4,13,331,12.7,96.4,34.6
Depression,Modafinil,26,7.96,9.5,20,2,4,1047,40.3,85.5,76.9
Keratoconjunctivitis Sicca,Cyclosporine,26,4.81,2.0,10,2,14,673,25.9,88.1,38.5
Systemic Lupus Erythematosus,Hydroxychloroquine,26,7.73,8.5,21,2,3,1009,38.8,91.0,80.8
Bowel Preparation,Dulcolax,26,4.85,3.5,9,4,13,424,16.3,88.1,34.6
Unknown,Levonorgestrel,26,5.65,6.0,12,5,9,161,6.2,106.9,46.2
Smoking Cessation,Nicoderm Cq,26,9.15,10.0,24,2,0,770,29.6,100.4,92.3
Nasal Congestion,Loratadine / Pseudoephedrine,26,7.65,9.0,19,3,4,555,21.3,61.3,73.1
Depression,Phenelzine,26,9.08,10.0,23,3,0,1100,42.3,81.2,88.5
Major Depressive Disorde,Pristiq,26,6.69,8.0,18,1,7,371,14.3,108.2,69.2
"Diabetes, Type 2",Janumet,26,6.08,6.5,13,5,8,940,36.2,68.1,50.0
"Herpes Simplex, Suppression",Lysine,26,9.35,10.0,25,0,1,1271,48.9,85.3,96.2
Diabetic Peripheral Neuropathy,Cymbalta,26,6.92,8.0,18,1,7,1017,39.1,64.2,69.2
Tinnitus,Alprazolam,26,8.19,9.0,22,2,2,1579,60.7,78.7,84.6
Major Depressive Disorde,Desvenlafaxine,26,5.23,5.5,13,1,12,345,13.3,93.3,50.0
Psoriasis,Taclonex,26,7.96,9.5,20,2,4,312,12.0,69.3,76.9
Renal Cell Carcinoma,Votrient,26,8.15,9.0,21,4,1,1683,64.7,93.5,80.8
Pain,Etodolac,26,7.31,9.0,19,2,5,864,33.2,50.8,73.1
Pain,Endocet,26,7.58,9.0,19,4,3,604,23.2,47.7,73.1
Pain,Acetaminophen / Tramadol,26,7.19,9.0,18,3,5,1159,44.6,69.0,69.2
Bronchitis,Guaifenesin,26,7.77,9.0,20,2,4,1503,57.8,58.4,76.9
Atrial Fibrillation,Sotalol,26,7.69,9.0,19,5,2,1395,53.7,78.3,73.1
Plaque Psoriasis,Secukinumab,26,8.04,10.0,19,3,4,507,19.5,84.4,73.1
Erectile Dysfunction,Stendra,26,5.96,7.5,15,1,10,830,31.9,67.5,57.7
Post Traumatic Stress Disorde,Quetiapine,26,7.46,8.0,18,5,3,460,17.7,79.5,69.2
emale Infertility,Clomid,25,7.68,10.0,19,1,5,2757,110.3,65.4,76.0
Multiple Sclerosis,Dimethyl Fumarate,25,7.32,9.0,17,4,4,576,23.0,74.0,68.0
Overactive Bladde,Tolterodine,25,7.0,9.0,16,5,4,637,25.5,56.0,64.0
Rheumatoid Arthritis,Plaquenil,25,6.92,7.0,16,4,5,2580,103.2,87.7,64.0
High Blood Pressure,Hydrochlorothiazide / Losartan,25,8.0,9.0,20,1,4,893,35.7,53.9,80.0
Seizures,Phenytoin,25,6.68,9.0,15,3,7,386,15.4,72.7,60.0
Seizure Prevention,Topamax,25,6.04,7.0,14,3,8,811,32.4,77.8,56.0
Sinusitis,Sulfamethoxazole / Trimethoprim,25,4.4,4.0,8,5,12,383,15.3,54.8,32.0
Allergic Rhinitis,Levocetirizine,25,8.32,10.0,19,4,2,449,18.0,60.0,76.0
Rheumatoid Arthritis,Meloxicam,25,6.04,8.0,16,1,8,1114,44.6,60.0,64.0
High Blood Pressure,Amlodipine / Benazepril,25,6.04,6.0,11,7,7,706,28.2,35.1,44.0
Urinary Incontinence,Oxybutynin,25,6.36,8.0,16,2,7,802,32.1,48.4,64.0
Abnormal Uterine Bleeding,Tri-Sprintec,25,4.84,5.0,8,6,11,207,8.3,95.6,32.0
Overactive Bladde,Toviaz,25,5.08,5.0,10,6,9,699,28.0,60.8,40.0
"Crohn's Disease, Maintenance",Mesalamine,25,8.12,9.0,20,4,1,493,19.7,64.3,80.0
Keratosis,Zyclara,25,7.28,8.0,19,4,2,601,24.0,95.4,76.0
Rheumatoid Arthritis,Tofacitinib,25,5.72,7.0,13,2,10,652,26.1,59.9,52.0
Depression,Nardil,25,8.64,9.0,20,5,0,1091,43.6,76.5,80.0
Panic Disorde,Buspar,25,5.72,8.0,13,1,11,1537,61.5,82.9,52.0
ibromyalgia,Topiramate,25,6.24,8.0,14,3,8,1027,41.1,65.8,56.0
Acne,Atralin,25,8.08,9.0,21,2,2,722,28.9,99.8,84.0
"Insomnia, Stimulant-Associated",Clonidine,25,7.48,8.0,16,8,1,819,32.8,80.4,64.0
Bacterial Infection,Levofloxacin,25,5.08,3.0,10,2,13,393,15.7,58.2,40.0
"Crohn's Disease, Maintenance",Pentasa,25,7.96,8.0,21,3,1,546,21.8,65.1,84.0
Irritable Bowel Syndrome,Cholestyramine,25,9.4,10.0,24,0,1,1143,45.7,75.1,96.0
"Crohn's Disease, Maintenance",Infliximab,25,7.72,9.0,20,2,3,771,30.8,96.4,80.0
Angina,Ranexa,25,7.52,9.0,18,3,4,979,39.2,67.4,72.0
Cold Sores,Acyclovir,25,8.32,9.0,21,2,2,277,11.1,92.4,84.0
Head Lice,Ivermectin,25,6.36,9.0,14,2,9,279,11.2,91.5,56.0
Birth Control,Quasense,25,5.48,6.0,11,5,9,121,4.8,93.9,44.0
Migraine,Sumavel Dosepro,25,8.28,9.0,21,1,3,179,7.2,102.3,84.0
Psoriatic Arthritis,Etanercept,25,8.32,10.0,21,1,3,567,22.7,64.7,84.0
Arrhythmia,Tikosyn,25,8.32,9.0,22,1,2,1585,63.4,74.0,88.0
Psoriatic Arthritis,Enbrel,25,8.0,9.0,20,1,4,605,24.2,62.8,80.0
Depression,Methylphenidate,25,9.16,9.0,25,0,0,1790,71.6,80.7,100.0
Urinary Tract Infection,Levofloxacin,25,5.28,5.0,11,3,11,774,31.0,53.3,44.0
Atopic Dermatitis,Tacrolimus,25,7.12,9.0,17,2,6,560,22.4,91.2,68.0
Birth Control,Dienogest / Estradiol,24,6.62,7.5,13,5,6,157,6.5,77.5,54.2
High Blood Pressure,Toprol-Xl,24,7.12,8.0,14,7,3,1567,65.3,67.9,58.3
atigue,Modafinil,24,8.71,9.0,21,3,0,515,21.5,75.9,87.5
Allergies,Hydroxyzine,24,8.88,9.0,22,2,0,572,23.8,58.2,91.7
Insomnia,Unisom Sleeptabs,24,6.71,8.0,16,2,6,1183,49.3,71.3,66.7
Crohn's Disease,Adalimumab,24,6.21,8.0,13,3,8,577,24.0,69.2,54.2
Schizophrenia,Asenapine,24,7.71,8.0,20,1,3,459,19.1,79.8,83.3
Schizophrenia,Invega,24,4.92,5.5,11,3,10,580,24.2,84.9,45.8
Multiple Sclerosis,Teriflunomide,24,5.92,7.0,13,4,7,836,34.8,100.2,54.2
Multiple Sclerosis,Tecfidera,24,7.96,9.0,18,4,2,633,26.4,73.8,75.0
Cough,Hydromet,24,8.29,9.0,19,3,2,606,25.2,61.5,79.2
Endometriosis,Seasonique,24,4.75,3.0,9,2,13,257,10.7,95.1,37.5
Osteoarthritis,Naproxen,24,6.58,8.0,15,3,6,714,29.8,42.8,62.5
Head Lice,Sklice,24,7.17,10.0,16,1,7,245,10.2,85.8,66.7
Urticaria,Xyzal,24,8.29,9.0,21,1,2,444,18.5,63.2,87.5
"Diabetes, Type 2",Pioglitazone,24,4.33,3.0,5,6,13,861,35.9,49.9,20.8
Sciatica,Naproxen,24,6.5,8.5,16,0,8,1025,42.7,55.8,66.7
Ulcerative Colitis,Remicade,24,7.42,10.0,17,2,5,734,30.6,98.6,70.8
Asthma,Fluticasone / Vilanterol,24,7.5,9.5,17,2,5,395,16.5,94.1,70.8
Acne,Benzoyl Peroxide / Erythromycin,24,8.75,9.0,22,2,0,325,13.5,89.4,91.7
Urticaria,Levocetirizine,24,8.83,9.0,23,0,1,435,18.1,71.8,95.8
Seizure Prevention,Lamictal,24,6.75,7.0,14,5,5,815,34.0,78.4,58.3
Bulimia,Fluoxetine,24,8.29,9.0,21,1,2,991,41.3,80.2,87.5
Menorrhagia,Lysteda,24,8.88,9.0,23,0,1,1348,56.2,95.4,95.8
Rheumatoid Arthritis,Prednisone,24,7.75,9.0,18,2,4,1716,71.5,88.8,75.0
Bronchitis,Amoxicillin / Clavulanate,24,7.25,9.0,17,2,5,652,27.2,51.3,70.8
Obesity,Topamax,24,7.46,8.0,18,3,3,3182,132.6,87.4,75.0
Unknown,Medroxyprogesterone,24,4.12,2.5,6,4,14,115,4.8,102.0,25.0
Obstructive Sleep Apnea/Hypopnea Syndrome,Armodafinil,24,8.5,9.0,22,1,1,554,23.1,110.2,91.7
Lyme Disease,Doxycycline,24,7.92,9.0,19,3,2,758,31.6,127.0,79.2
Migraine,Naratriptan,24,8.88,10.0,22,1,1,258,10.8,70.5,91.7
Raynaud's Syndrome,Nifedipine,24,7.83,9.0,19,3,2,484,20.2,67.4,79.2
Overactive Bladde,Fesoterodine,24,5.62,6.0,12,3,9,743,31.0,69.2,50.0
Anxiety,Oxazepam,24,9.21,10.0,24,0,0,1292,53.8,67.5,100.0
Asthma,Breo Ellipta,24,6.71,9.5,14,2,8,416,17.3,81.0,58.3
Birth Control,Falmina,24,4.92,3.5,10,2,12,115,4.8,115.2,41.7
ADHD,Clonidine,24,8.92,10.0,22,1,1,1324,55.2,93.3,91.7
Alzheimer's Disease,Donepezil,24,5.12,4.5,11,3,10,1481,61.7,69.4,45.8
Cough,Mucinex,24,6.38,8.0,15,3,6,711,29.6,59.3,62.5
Bacterial Infection,Ciprofloxacin,24,6.46,8.0,14,3,7,507,21.1,67.5,58.3
"Asthma, Maintenance",Singulair,24,7.33,9.5,15,3,6,980,40.8,76.3,62.5
Muscle Spasm,Amrix,24,6.88,8.0,16,3,5,636,26.5,41.5,66.7
Constipation,Sodium Biphosphate / Sodium Phosphate,23,9.48,10.0,22,1,0,293,12.7,74.9,95.7
Rheumatoid Arthritis,Diclofenac,23,7.17,8.0,16,3,4,454,19.7,46.1,69.6
High Blood Pressure,Hydrochlorothiazide / Triamterene,23,5.65,5.0,9,7,7,817,35.5,72.7,39.1
Allergic Rhinitis,Nasonex,23,7.78,9.0,17,3,3,379,16.5,59.6,73.9
Atrophic Vaginitis,Estrace Vaginal Cream,23,6.39,9.0,13,3,7,1903,82.7,78.3,56.5
Panic Disorde,Venlafaxine,23,7.35,8.0,17,3,3,627,27.3,91.1,73.9
Plaque Psoriasis,Taltz,23,7.3,9.0,16,1,6,291,12.7,93.2,69.6
GERD,Rabeprazole,23,8.3,10.0,18,3,2,472,20.5,49.3,78.3
Acne,Monodox,23,7.91,9.0,18,2,3,490,21.3,83.5,78.3
Bipolar Disorde,Trileptal,23,8.61,9.0,20,1,2,1637,71.2,69.6,87.0
High Blood Pressure,Avapro,23,4.96,5.0,9,5,9,1608,69.9,71.5,39.1
Bronchitis,Cefdinir,23,4.3,3.0,7,2,14,195,8.5,63.8,30.4
Diabetic Peripheral Neuropathy,Duloxetine,23,6.09,8.0,14,1,8,746,32.4,53.8,60.9
Not Listed / Othe,Phentermine,23,9.09,10.0,22,1,0,54,2.3,97.8,95.7
Birth Control,Errin,23,5.0,4.0,8,5,10,220,9.6,91.9,34.8
Pain,Ibuprofen,23,8.7,9.0,20,2,1,227,9.9,36.8,87.0
Inflammatory Conditions,Mobic,23,7.0,8.0,16,3,4,1676,72.9,59.5,69.6
"Hypothyroidism, After Thyroid Removal",Thyroid Desiccated,23,7.83,9.0,18,1,4,1357,59.0,95.7,78.3
Irritable Bowel Syndrome,Librax,23,9.13,10.0,22,0,1,1114,48.4,81.1,95.7
Rheumatoid Arthritis,Sulfasalazine,23,5.57,6.0,10,5,8,1237,53.8,78.6,43.5
Chronic Pain,Morphine / Naltrexone,23,4.7,4.0,10,2,11,527,22.9,83.5,43.5
Unknown,Mirena,23,6.17,7.0,12,5,6,111,4.8,107.1,52.2
Deep Vein Thrombosis,Xarelto,23,6.39,7.0,14,2,7,690,30.0,83.7,60.9
Trigeminal Neuralgia,Tegretol,23,6.96,8.0,14,6,3,1018,44.3,71.2,60.9
Sinus Symptoms,Ibuprofen / Pseudoephedrine,23,8.57,10.0,19,2,2,173,7.5,49.0,82.6
ADHD,Methamphetamine,23,8.57,10.0,20,1,2,1396,60.7,71.5,87.0
Neutropenia Associated with Chemotherapy,Neulasta,22,6.59,8.0,15,2,5,477,21.7,80.5,68.2
Non-Small Cell Lung Cance,Tarceva,22,9.0,9.5,21,0,1,1721,78.2,77.2,95.5
"Asthma, Maintenance",Beclomethasone,22,6.18,8.0,13,2,7,422,19.2,68.5,59.1
GERD,Aciphex,22,9.36,10.0,20,2,0,523,23.8,43.9,90.9
Acne,Gianvi,22,7.77,9.0,17,2,3,196,8.9,87.3,77.3
Acne,Benzoyl Peroxide,22,8.82,10.0,19,2,1,346,15.7,61.4,86.4
"Asthma, acute",Proair Respiclick,22,1.27,1.0,0,0,22,178,8.1,67.3,0.0
Atopic Dermatitis,Crisaborole,22,6.64,9.0,12,5,5,340,15.5,97.9,54.5
Atrial Fibrillation,Diltiazem,22,7.59,9.0,15,4,3,984,44.7,59.0,68.2
Muscle Spasm,Robaxin-750,22,4.91,5.0,9,5,8,999,45.4,45.9,40.9
Premenstrual Dysphoric Disorde,Zoloft,22,8.41,10.0,19,0,3,1109,50.4,101.8,86.4
Prevention of Thromboembolism in Atrial Fibrillation,Eliquis,22,7.0,8.0,14,5,3,1051,47.8,69.5,63.6
"Diabetes, Type 1","Insulin Inhalation, Rapid Acting",22,7.45,10.0,16,1,5,844,38.4,55.4,72.7
"Diabetes, Type 2",Actos,22,4.86,4.0,7,4,11,827,37.6,56.2,31.8
Crohn's Disease,Humira,22,6.23,6.5,11,5,6,592,26.9,71.8,50.0
Sinusitis,Cefuroxime,22,7.23,10.0,15,1,6,777,35.3,68.0,68.2
Obesity,Victoza,22,8.86,9.5,20,2,0,1703,77.4,100.8,90.9
Allergic Rhinitis,Mometasone,22,6.95,8.5,13,4,5,263,12.0,60.5,59.1
Allergic Rhinitis,Xyzal,22,7.82,9.5,16,2,4,432,19.6,57.1,72.7
Interstitial Cystitis,Phenazopyridine,22,8.41,10.0,19,0,3,516,23.5,53.8,86.4
Back Pain,Aleve,22,7.14,9.0,15,2,5,764,34.7,44.1,68.2
Irritable Bowel Syndrome,Xifaxan,22,5.86,6.5,11,2,9,1114,50.6,87.0,50.0
Sjogren's Syndrome,Hydroxychloroquine,22,6.82,8.5,14,2,6,1232,56.0,80.5,63.6
Keratosis,Fluorouracil,22,8.59,9.5,20,0,2,1905,86.6,98.0,90.9
Bacterial Infection,Azithromycin,22,5.45,6.0,10,4,8,76,3.5,74.4,45.5
Panic Disorde,Ativan,22,8.77,9.5,18,4,0,1093,49.7,74.4,81.8
Allergic Rhinitis,Fexofenadine / Pseudoephedrine,22,7.77,8.0,19,1,2,160,7.3,48.0,86.4
Constipation,Dulcolax Laxative,22,7.27,9.0,15,2,5,124,5.6,96.8,68.2
Heart Attack,Clopidogrel,22,7.91,10.0,18,0,4,1912,86.9,66.3,81.8
Pain,Nalbuphine,22,7.55,9.0,16,1,5,307,14.0,70.5,72.7
Trigeminal Neuralgia,Oxcarbazepine,22,8.5,10.0,20,0,2,858,39.0,76.5,90.9
Nausea/Vomiting,Zofran Odt,22,7.73,9.5,16,2,4,382,17.4,51.7,72.7
Bronchitis,Moxifloxacin,22,6.73,8.5,13,4,5,367,16.7,66.1,59.1
Multiple Sclerosis,Aubagio,22,5.64,7.0,12,3,7,791,36.0,95.9,54.5
"Gout, Acute",Naproxen,22,8.45,9.0,18,3,1,822,37.4,59.4,81.8
Bipolar Disorde,Duloxetine,22,6.45,8.0,15,1,6,584,26.5,77.9,68.2
Bipolar Disorde,Fluoxetine / Olanzapine,22,8.32,8.5,21,0,1,612,27.8,68.8,95.5
Bipolar Disorde,Symbyax,22,8.23,8.0,21,0,1,667,30.3,72.9,95.5
Pain,Codeine,22,7.68,9.0,17,1,4,385,17.5,47.7,77.3
Pain,Elavil,22,7.68,8.0,16,4,2,2987,135.8,63.0,72.7
Birth Control,Junel Fe 1.5 / 30,22,5.59,5.5,10,5,7,51,2.3,83.7,45.5
High Cholesterol,Pravastatin,22,4.68,4.0,7,6,9,1894,86.1,45.5,31.8
High Cholesterol,Repatha,22,5.14,5.0,9,3,10,677,30.8,96.1,40.9
Obstructive Sleep Apnea/Hypopnea Syndrome,Nuvigil,22,8.14,9.0,18,2,2,548,24.9,102.8,81.8
Epilepsy,Phenytoin,22,8.14,8.5,20,0,2,184,8.4,66.5,90.9
Epilepsy,Tegretol,22,6.64,9.0,14,0,8,433,19.7,44.8,63.6
Anxiety,Xanax Xr,21,9.05,10.0,19,1,1,948,45.1,80.2,90.5
Depression,Selegiline,21,8.33,9.0,19,1,1,1102,52.5,89.9,90.5
Restless Legs Syndrome,Rotigotine,21,8.67,9.0,19,1,1,498,23.7,94.0,90.5
Migraine,Diclofenac,21,8.24,10.0,18,0,3,418,19.9,66.0,85.7
Anxiety,Clonidine,21,7.52,8.0,15,4,2,1122,53.4,58.6,71.4
Anxiety,Risperidone,21,6.05,8.0,12,1,8,778,37.0,75.8,57.1
High Cholesterol,Zetia,21,5.67,6.0,10,3,8,1484,70.7,50.5,47.6
Atrial Fibrillation,Dronedarone,21,6.14,8.0,12,3,6,616,29.3,55.7,57.1
Urinary Incontinence,Solifenacin,21,7.14,8.0,14,3,4,1281,61.0,74.0,66.7
Acne,Amnesteem,21,7.81,9.0,17,2,2,233,11.1,112.5,81.0
Schizophrenia,Olanzapine,21,6.76,8.0,17,1,3,438,20.9,64.3,81.0
Endometriosis,Norethindrone,21,5.71,5.0,9,5,7,345,16.4,91.7,42.9
Inflammatory Conditions,Dexamethasone,21,6.71,8.0,15,0,6,271,12.9,64.5,71.4
Pain,Butorphanol,21,9.38,10.0,21,0,0,449,21.4,96.9,100.0
Pruritus,Hydroxyzine,21,6.86,8.0,15,2,4,508,24.2,66.3,71.4
Atopic Dermatitis,Eucrisa,21,6.9,9.0,12,5,4,349,16.6,93.2,57.1
Shift Work Sleep Disorde,Armodafinil,21,7.52,8.0,16,2,3,480,22.9,85.6,76.2
COPD,Roflumilast,21,8.24,10.0,17,2,2,1000,47.6,50.6,81.0
Eczema,Mometasone,21,9.38,10.0,20,0,1,392,18.7,59.4,95.2
Ulcerative Colitis,Infliximab,21,7.14,10.0,14,2,5,524,25.0,99.0,66.7
Allergic Reactions,Diphenhydramine,21,7.9,9.0,17,2,2,364,17.3,58.1,81.0
Sinusitis,Zithromax,21,8.48,9.0,19,0,2,926,44.1,64.4,90.5
Postherpetic Neuralgia,Gabapentin,21,7.62,9.0,16,1,4,850,40.5,86.8,76.2
Pain,Acetaminophen,21,7.76,10.0,16,2,3,245,11.7,27.1,76.2
Sedation,Promethazine,21,7.62,9.0,16,2,3,829,39.5,81.0,76.2
Birth Control,Tarina Fe 1 / 20,21,5.05,5.0,6,8,7,51,2.4,93.6,28.6
Agitated State,Abilify,21,6.24,8.0,12,3,6,654,31.1,81.5,57.1
Multiple Sclerosis,Avonex,21,7.24,9.0,14,3,4,392,18.7,92.2,66.7
"COPD, Maintenance",Albuterol / Ipratropium,21,7.0,9.0,15,1,5,450,21.4,51.0,71.4
Photoaging of the Skin,Tretinoin,21,8.38,9.0,18,1,2,1397,66.5,81.8,85.7
Cough,Cheratussin Ac,21,5.57,6.0,9,4,8,598,28.5,55.3,42.9
Allergic Rhinitis,Flonase,21,7.24,9.0,15,1,5,427,20.3,62.9,71.4
Heart Failure,Carvedilol,21,9.33,10.0,21,0,0,787,37.5,50.9,100.0
Non-Small Cell Lung Cance,Erlotinib,21,9.52,10.0,21,0,0,1916,91.2,82.3,100.0
Nausea/Vomiting,Scopolamine,21,5.81,6.0,9,6,6,87,4.1,100.6,42.9
Osteoarthritis,Synvisc,21,5.67,8.0,11,2,8,385,18.3,69.7,52.4
Osteoporosis,Ibandronate,21,4.76,2.0,9,0,12,1057,50.3,59.9,42.9
ibromyalgia,Trazodone,21,7.0,8.0,14,4,3,532,25.3,61.6,66.7
Chronic Pain,Roxicodone,21,9.19,10.0,21,0,0,1381,65.8,70.4,100.0
"Diabetes, Type 2",Tradjenta,21,4.38,3.0,6,3,12,557,26.5,55.9,28.6
Pneumonia,Doxycycline,21,5.1,4.0,8,3,10,397,18.9,60.6,38.1
Headache,Naproxen,21,8.43,9.0,18,1,2,548,26.1,52.3,85.7
Benign Prostatic Hyperplasia,Dutasteride,21,7.95,9.0,17,3,1,1723,82.0,62.2,81.0
Bacterial Vaginitis,Metrogel-Vaginal,21,6.38,7.0,11,5,5,666,31.7,82.9,52.4
Benign Prostatic Hyperplasia,Finasteride,21,5.14,6.0,9,5,7,1387,66.0,59.5,42.9
Pain,Kadian,20,8.0,8.5,18,0,2,918,45.9,67.4,90.0
Migraine,Axert,20,9.25,10.0,19,0,1,170,8.5,49.5,95.0
Atopic Dermatitis,Protopic,20,7.35,9.5,14,1,5,628,31.4,90.1,70.0
High Blood Pressure,Telmisartan,20,6.45,7.5,11,5,4,860,43.0,54.8,55.0
Uterine Fibroids,Lupron Depot,20,7.0,9.0,14,1,5,811,40.6,94.0,70.0
Schizoaffective Disorde,Zyprexa,20,6.4,8.0,12,3,5,402,20.1,65.6,60.0
High Blood Pressure,Tekturna,20,7.3,9.0,15,2,3,426,21.3,54.2,75.0
Hot Flashes,Brisdelle,20,6.7,8.0,13,3,4,926,46.3,79.2,65.0
Migraine,Cyproheptadine,20,6.4,6.5,10,7,3,391,19.6,78.4,50.0
Anxiety,Lamotrigine,20,6.95,9.0,13,2,5,431,21.6,95.4,65.0
Anxiety and Stress,Effexor Xr,20,7.95,8.0,16,3,1,635,31.8,89.4,80.0
Anxiety,Vilazodone,20,6.7,8.0,14,2,4,779,39.0,108.6,70.0
Rheumatoid Arthritis,Simponi,20,7.4,9.0,15,1,4,756,37.8,85.4,75.0
Schizophrenia,Ziprasidone,20,7.8,9.0,16,2,2,400,20.0,84.8,80.0
Schizophrenia,Saphris,20,7.8,8.0,17,1,2,364,18.2,79.2,85.0
Schizophrenia,Risperdal,20,5.0,5.0,9,3,8,539,27.0,73.2,45.0
Ovarian Cysts,Ethinyl Estradiol / Levonorgestrel,20,6.0,8.0,11,2,7,92,4.6,88.8,55.0
Migraine Prevention,Zonisamide,20,6.75,7.0,14,2,4,689,34.4,76.4,70.0
Urinary Incontinence,Mirabegron,20,5.4,5.5,8,4,8,842,42.1,70.6,40.0
Chronic Fatigue Syndrome,Modafinil,20,7.6,9.5,15,1,4,785,39.2,86.1,75.0
